,agb_tha,yt_c,tdq_c,twq_c,tcq_c,yp_mm,wmp_mm,pet,ai,density_km2,bioge_realm,cont_id,continent,biome,n_samples,site_id
1553,27.53275069130226,12.06218093188841,17.234928131103516,8.12701750513333,7.364017529274101,1371.1791044776119,183.52238805970148,1047.7611940298507,13049.492537313432,27258.350597014924,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,67.0,16619.0
1554,39.30457207761538,13.781184532024243,18.424329934296786,12.367691393251773,9.584209283192953,1148.648148148148,136.22222222222223,1076.648148148148,10710.62962962963,32460.478148148148,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,54.0,16626.0
1555,175.4222305872548,13.361740661879717,18.44082909923489,9.441228147280418,8.697362293631343,1184.4237288135594,135.20338983050848,1075.3728813559321,11018.084745762711,57562.30474576271,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,59.0,16644.0
1556,30.571310427664983,11.556388575455237,16.784448064606764,7.621431062961447,6.858160865717921,1378.3103448275863,180.68965517241378,1035.3103448275863,13358.534482758621,44547.31931034483,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,58.0,16645.0
1557,56.69524933593151,12.869704657909917,18.086701748417873,10.763615636264577,7.922046820322673,911.6274509803922,104.01960784313725,1001.7450980392157,9007.960784313726,40115.996666666666,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,51.0,16649.0
1558,77.04219735920859,11.42060526315268,16.927825035986963,8.923370992982543,6.461941465154871,1213.077922077922,150.9090909090909,1030.6883116883116,11700.064935064935,56159.87558441558,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,77.0,16671.0
1559,69.99347619862348,12.96629027714805,17.58715914166163,10.18694702027336,8.750268618265787,1177.3650793650793,148.57142857142858,1010.3650793650794,11644.650793650793,51737.00555555556,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,63.0,16689.0
1560,97.55453132316467,12.840658848102276,17.428784619844876,9.395725796772883,8.667723791415876,1211.2615384615385,153.62307692307692,1011.4538461538461,11999.723076923077,61234.97846153846,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,131.0,16703.0
1561,101.2776832795497,13.640846814428057,18.430039303643362,11.867039459092277,9.354078676019396,1144.9107142857142,137.94642857142858,1081.107142857143,10620.214285714286,28234.554107142856,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,56.0,16740.0
1562,112.82214837022994,11.62861270904541,17.31378458340963,8.370712735255559,6.295988832165798,903.9,98.23333333333333,987.2333333333333,9182.216666666667,39657.697166666665,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,60.0,16820.0
1563,41.28321862690515,12.944699954986572,18.057841968536376,11.054996213912965,8.218801593780517,961.11,103.66,978.89,9849.87,34944.8748,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,103.0,16823.0
1564,103.35417380930265,13.024270623922348,17.621708691120148,11.15008494257927,8.820552761356035,1147.375,143.29166666666666,1008.1979166666666,11284.15625,51650.214270833334,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,99.0,16838.0
1565,64.85847407435584,12.786993317684885,18.05193791147006,10.7438133853977,7.820394208875753,905.8135593220339,97.38983050847457,984.8813559322034,9222.06779661017,34161.561016949156,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,59.0,16853.0
1566,155.99029284433863,12.08306447514948,17.119712433725034,10.24455126276556,7.509909332923169,1161.8867924528302,141.66037735849056,1010.5849056603773,11325.245283018869,53000.799622641505,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,53.0,16856.0
1567,70.73168747829621,12.097893079121908,17.089005443028043,10.316851164045788,7.581870117641631,1075.2190476190476,125.61904761904762,980.0952380952381,10920.519047619047,46140.93728571429,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,211.0,16956.0
1568,54.97948891517748,13.100535634964231,17.422598127334837,9.897558363657149,9.167816328623939,1174.7301587301588,147.66666666666666,1000.1904761904761,11764.47619047619,56565.478412698416,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,63.0,17003.0
1569,85.98662719680011,12.633314316732841,17.395058615165844,9.026315839667069,8.301493284995097,1226.6491228070176,156.33333333333334,1015.4736842105264,12003.228070175439,47412.85666666667,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,57.0,17015.0
1570,77.83108771629217,13.766157636837084,17.780460396591497,10.713398096512774,9.990042511297732,1135.7551020408164,155.14285714285714,1073.142857142857,10732.142857142857,47131.22469387756,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,51.0,17016.0
1571,191.98045808243788,13.336175298303123,17.471914508478427,10.26356994814989,9.516770068222915,1155.959349593496,152.53658536585365,1028.3902439024391,11311.30894308943,54841.97577235772,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,123.0,17018.0
1572,104.56844293899178,12.688916992722897,17.603203790229664,10.962052211426853,8.22498277195713,1010.5964912280701,112.43859649122807,970.4736842105264,10371.736842105263,44546.09631578948,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,57.0,17081.0
1573,99.89653812348169,12.78402091456592,17.055419046205706,9.649085241131543,8.8909421545849,1202.0738786279683,154.06332453825857,999.5804749340369,11932.189973614775,57865.16403693932,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,380.0,17092.0
1574,220.23615312933032,13.185204177606302,17.096963475962156,10.340188182768275,9.574960708618164,1127.377049180328,147.31147540983608,1010.1803278688525,11323.311475409837,60348.49459016394,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,61.0,17094.0
1575,27.65544680360037,7.86239277232777,8.818171188428805,7.083597366685991,0.654445941959109,1024.1688311688313,111.98701298701299,1208.5974025974026,8801.545454545454,45257.7925974026,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",77.0,12771.0
1576,34.59997094980548,7.430659071910422,7.348598947071408,6.589738579224352,0.624263688006427,1010.3771234428086,109.83805209513024,1216.1143827859569,8378.616081540204,69838.2395583239,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",883.0,13273.0
1577,21.62687522866193,7.066101319081074,12.96365076786763,4.877337881036707,0.652781531617448,1103.054054054054,120.86486486486487,1139.7567567567567,9630.18918918919,57323.06581081081,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",74.0,13398.0
1578,20.45303401677409,9.14500122846559,3.359759706397389,10.189841152623643,2.18345541177794,932.7441860465116,101.1046511627907,1311.8953488372092,6911.104651162791,45571.90174418604,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",86.0,13498.0
1579,10.164787646574991,8.749600726907904,5.291572655331005,8.300063605742022,1.62110004641793,984.1636363636363,105.18181818181819,1269.6909090909091,8282.036363636364,34799.06763636364,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,55.0,13630.0
1580,26.728345829180665,7.436973220897171,11.38669826174682,5.449641380669935,0.681037775188122,1009.6792452830189,109.60377358490567,1186.8301886792453,9184.264150943396,63422.231886792455,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",53.0,13633.0
1581,27.986748058048605,10.46602049607497,18.659933236929085,7.078789769686185,3.301464110154372,743.5384615384615,82.12307692307692,1406.3538461538462,5428.015384615384,61722.44,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,65.0,13636.0
1582,49.08404591266233,7.913082541080943,7.099020444510276,6.526023426076822,0.962726636413942,1062.482456140351,113.00877192982456,1252.7631578947369,8421.228070175439,62038.658070175436,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",115.0,13637.0
1583,25.27178874032696,9.9195068879561,3.684860684654929,8.55151521509344,2.821393936330622,899.9636363636364,96.10909090909091,1357.2545454545455,6641.818181818182,57899.13236363636,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,55.0,13695.0
1584,16.835820935203476,11.058354528326737,16.88697668544033,8.781181343814783,3.775353808152048,728.4035087719299,79.82456140350877,1442.421052631579,5205.543859649123,51160.84859649123,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",57.0,13725.0
1585,20.60709958728394,5.972317183459246,7.54586715830697,5.03549677795834,-0.887783936328358,1114.611111111111,121.48148148148148,1137.7592592592594,10202.444444444445,48589.86796296296,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,54.0,13750.0
1586,19.826543455781593,10.289924054905988,18.381677461707074,7.037044680636862,3.266340613365173,783.304347826087,85.26086956521739,1387.463768115942,5748.86231884058,64338.84072463768,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",138.0,13755.0
1587,26.999981673365067,4.128102779388428,7.795965439286725,2.641643736383011,-2.824258516574728,1259.3620689655172,139.0344827586207,1089.5344827586207,11328.241379310344,54077.80551724137,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,58.0,13756.0
1588,46.22130382167364,11.396861961088986,19.148405948317194,8.256325434489423,4.75555419921875,716.9397590361446,75.93975903614458,1370.578313253012,5449.108433734939,79686.3234939759,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,83.0,13807.0
1589,36.91956429022022,7.70295438690791,15.096250125340053,4.752711592685609,0.768212918724332,1037.452380952381,110.74603174603175,1264.1984126984128,7914.1349206349205,61237.9069047619,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,126.0,13914.0
1590,17.988635523950613,5.933403778920131,8.284582585360097,4.693567750728236,-1.03317256891622,1132.3893805309735,123.2566371681416,1130.8849557522124,10207.106194690265,43708.596371681415,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,113.0,13958.0
1591,47.63009701947305,9.618379351380584,17.734281973405317,6.586552954339361,2.704957835860067,895.9350649350649,95.48701298701299,1351.1233766233765,6502.097402597403,67532.44123376624,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,154.0,14023.0
1592,55.579679528938954,9.200059664131391,17.190539473354228,6.17142405368314,2.410277268674114,884.960396039604,94.78217821782178,1335.7227722772277,6456.257425742574,71290.53881188118,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,101.0,14063.0
1593,73.54075712706745,8.425044654328147,16.4379401265839,5.382800373030298,1.638296275963018,945.3456790123457,101.06172839506173,1277.3950617283951,7381.197530864198,66250.33407407407,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",81.0,14102.0
1594,49.367632704132994,5.516463885541822,13.766707654859198,2.623762294039374,-1.396601127796486,1196.032786885246,126.75409836065573,1127.655737704918,10076.868852459016,53808.340000000004,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,61.0,14164.0
1595,43.743304833128065,7.990470269369701,15.958531818692647,4.869841250162276,1.248209048831274,975.5873015873016,104.3015873015873,1241.2857142857142,7637.9047619047615,66393.12873015873,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,63.0,14297.0
1596,27.307648563238004,8.52217729641841,16.424212866563064,5.214825604512141,1.890366704647358,931.0923076923077,99.35384615384615,1279.1692307692308,7223.307692307692,69107.37492307693,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,65.0,14323.0
1597,21.953978243115838,4.578012904216504,11.944821645473612,1.689382183140722,-2.446850554696445,1258.7758620689656,134.1206896551724,1094.9137931034484,10895.275862068966,48437.98793103448,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,58.0,14402.0
1598,52.77805417466574,9.515997057240638,17.15863899143977,6.459564072107259,3.102981505060041,894.742671009772,94.25732899022802,1271.0065146579805,6980.270358306189,66421.30254071661,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",307.0,14468.0
